"","NLM__n1","NLM__n2","NLM__n3","NLM__n4","NLM__n5","NLM__n6"
"321",1,324.949981689453,0.0118117621168494,0.00662894221022725,58240.0703125,4670.69677734375
"322",3,282.135620117188,0.00711276708170772,0.0154819581657648,58234.32421875,4725.3310546875
"323",3,2179.83081054688,0.00739311054348946,3.32425403594971,56959.30078125,4287.7109375
"324",1,1738.5,0.00866773072630167,0.101331576704979,56698.90625,5193.33837890625
"325",1,1517.20678710938,0.00839612726122141,5.52976322174072,57054.296875,4888.0615234375
"326",3,1212.50671386719,0.0056820847094059,2.73406505584717,57325.3671875,4845
"327",1,1180.94592285156,0.00600177422165871,0.804499983787537,58367.8125,3796.0673828125
"328",1,1185.408203125,0.0060417428612709,0.182062461972237,58339.5078125,3806.00390625
"329",3,1589.11462402344,0.0281920842826366,4.88920497894287,57708.98046875,3934.75512695312
"330",1,2176.474609375,0.00455382885411382,0,57054.8359375,4167.24169921875
"331",2,2683.392578125,0.0174120739102364,0,56164.90234375,4729.62646484375
"332",3,689.323059082031,0.00599296996369958,0.0390656031668186,53156.3203125,8349.52734375
"333",3,63.7279357910156,0.043838769197464,2.63855147361755,52962.0859375,10516.654296875
"334",1,161.220352172852,0.0152197359129786,0,52539.34765625,10692.021484375
"335",0,343.185455322266,NA,0,55212.0546875,9330.0830078125
"336",3,371.594543457031,0.0280516464263201,0.0987521111965179,57914.0546875,8607.046875
"337",1,570,0.0260666310787201,0.155047416687012,57894.05859375,4833.41845703125
"338",1,1249.13256835938,0.00911505240947008,15.0856857299805,57466.5234375,4565.07373046875
"339",2,1241.63220214844,0.00951808039098978,1.06887423992157,57431.91796875,4628.77197265625
"340",3,1193.60229492188,0.00828493572771549,19.6620540618896,57488.578125,4602.02197265625
"341",1,2143.5712890625,0.0573874972760677,6.531813621521,57362.91015625,3832.26977539062
"342",1,1285.34680175781,0.044460617005825,4.19706583023071,57262.828125,3250.12475585938
"343",3,1644.13134765625,0.009894666261971,12.4341611862183,57149.171875,4568.8974609375
"344",2,2109,0.00809807982295752,11.1888980865479,57230.81640625,3729.58203125
"345",3,2166.74975585938,0.0119416834786534,1.64086329936981,57166.71484375,3810.16333007812
"346",1,2080.5,0.0123281450942159,24.8985958099365,57319.3671875,3650.33715820312
"347",1,2082.25610351562,0.00586324976757169,12.9628992080688,57149.91796875,3768.57958984375
"348",3,2064.6279296875,0.00935942027717829,21.2077903747559,57012.57421875,3850.45434570312
"349",3,1121.68408203125,0.0149921029806137,5.86195945739746,56411.91796875,3789.53564453125
"350",1,1410.10217285156,0.0195010900497437,29.9941921234131,56088.35546875,4100.93115234375
"351",1,1403.46228027344,0.0226539764553308,21.906436920166,56060.3046875,4129.255859375
"352",1,1168.84753417969,0.010217348113656,26.9370040893555,55759.5859375,4453.39306640625
"353",1,1672.05395507812,0.00481982668861747,10.2203922271729,54923.28515625,5271.8837890625
"354",1,2372.357421875,0.00890632998198271,10.75612449646,54082.30859375,6102.1953125
"355",3,1335.85668945312,0.0062761059962213,5.50327920913696,57284.04296875,4747.5390625
"356",1,1320.2607421875,0.00764050474390388,2.71313500404358,57280.9453125,4772.3671875
"357",1,1251.40637207031,0.00755480723455548,2.8261034488678,57400.47265625,4667.3916015625
